"","Name","Platform","Year_of_Release","Genre","Publisher","NA_players","EU_players","JP_players","Other_players","Global_players","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"13567","Runaway: A Twist of Fate","PC","2009","Adventure","Focus Home Interactive",0,4e+05,0,1e+05,40000,79,15,8.2,40,"Pendulo Studios","T"
"13574","FlatOut 2","XB","2006","Racing","Empire Interactive",3e+05,1e+05,0,0,40000,73,38,7.3,8,"Bugbear","T"
"13576","Rogue Trooper","PS2","2006","Shooter","Eidos Interactive",2e+05,2e+05,0,1e+05,40000,71,37,8.2,9,"Rebellion","T"
"13577","Backyard Baseball '09","Wii","2008","Sports","Atari",4e+05,0,0,0,40000,37,4,7.8,5,"Humongous Entertainment","E"
"13580","Tom Clancy's HAWX","PC","2009","Action","Ubisoft",0,3e+05,0,1e+05,40000,70,23,7.3,125,"Ubisoft Romania","T"
"13581","Enemy Front","X360","2014","Shooter","Namco Bandai Games",2e+05,2e+05,0,0,40000,35,8,5.8,78,"CI Games","M"
"13590","Shantae and the Pirate's Curse","3DS","2015","Platform","Rising Star Games",1e+05,0,3e+05,0,40000,82,18,8.5,86,"WayForward","E10+"
"13592","Dai Senryaku VII: Modern Military Tactics","XB","2003","Strategy","Kool Kizz",3e+05,1e+05,0,0,40000,74,11,8.8,6,"SystemSoft","E"
"13598","Castle of Shikigami III","Wii","2007","Shooter","PQube",4e+05,0,0,0,40000,67,9,7.6,9,"Alfa System","T"
"13599","Nobunaga's Ambition: Sphere of Influence","PS4","2014","Strategy","Tecmo Koei",3e+05,0,0,1e+05,40000,80,20,8.1,46,"Koei Tecmo Games","T"
"13600","FIFA Street 2","DS","2006","Sports","Electronic Arts",4e+05,0,0,0,40000,43,5,7.5,4,"Exient Entertainment","E"
"13602","City Life: World Edition","PC","2007","Simulation","Monte Christo Multimedia",0,4e+05,0,0,40000,75,7,8.2,9,"Monte Cristo Multimedia","E"
"13606","Corpse Party: Book of Shadows","PSP","2011","Adventure","5pb",0,0,4e+05,0,40000,67,23,8.2,50,"5pb","M"
"13613","WarTech: Senko no Ronde","X360","2006","Fighting","Ubisoft",4e+05,0,0,0,40000,60,33,6.1,7,"G.Rev","T"
"13621","IL-2 Sturmovik: 1946","PC","2006","Simulation","Ubisoft",0,4e+05,0,1e+05,40000,86,9,8.8,115,"1C: Maddox Games","T"
"13625","Red Ninja: End of Honor","PS2","2005","Action","Vivendi Games",2e+05,2e+05,0,1e+05,40000,47,17,5,7,"Opus","M"
"13626","Praetorians","PC","2003","Strategy","Eidos Interactive",0,4e+05,0,0,40000,78,23,8.2,38,"Pyro Studios","T"
"13629","Smash Court Tennis 3","PSP","2007","Sports","Namco Bandai Games",1e+05,1e+05,1e+05,1e+05,40000,68,30,6.3,4,"Namco Bandai Games America, Namco Bandai Games","E"
"13633","LEGO Friends","3DS","2013","Action","Warner Bros. Interactive Entertainment",0,4e+05,0,0,40000,43,4,8.3,4,"Hellbent Games","E"
"13638","SPRay","Wii","2008","Action","Tecmo Koei",4e+05,0,0,0,40000,42,16,4.5,6,"EKO Software","E10+"
"13639","Outlaw Tennis","XB","2005","Sports","Global Star",3e+05,1e+05,0,0,40000,66,45,7.7,6,"Hypnotix","M"
"13645","Brothers: A Tale of Two Sons","XOne","2015","Adventure","505 Games",3e+05,1e+05,0,0,40000,81,6,8.9,26,"Starbreeze","T"
"13648","Attack of the Movies 3D","X360","2010","Shooter","Majesco Entertainment",4e+05,0,0,0,40000,38,8,1.7,10,"Panic Button","T"
"13656","Secret Files: Tunguska","PC","2006","Adventure","DreamCatcher Interactive",0,4e+05,0,0,40000,66,26,7.4,38,"Fusionsphere Systems","T"
"13659","NASCAR 07","XB","2006","Racing","Electronic Arts",3e+05,1e+05,0,0,40000,72,26,7,4,"EA Tiburon","E"
"13660","Dance Dance Revolution Disney Mix","PS","2000","Simulation","Konami Digital Entertainment",2e+05,2e+05,0,0,40000,74,7,8.3,13,"Konami","E"
"13669","Nitroplus Blasterz: Heroines Infinite Duel","PS4","2015","Fighting","Marvelous Interactive",1e+05,0,2e+05,0,40000,70,33,6.9,28,"Examu, Marvelous Inc.","T"
"13671","Thrillville: Off the Rails","DS","2007","Strategy","LucasArts",3e+05,1e+05,0,0,40000,59,6,6.2,5,"DC Studios","E"
"13673","Bloody Roar Extreme","XB","2003","Fighting","Hudson Soft",3e+05,1e+05,0,0,40000,61,22,8.6,9,"Eighting/Raizing","T"
"13675","Split/Second","PC","2010","Racing","Disney Interactive Studios",0,4e+05,0,1e+05,40000,79,18,8.2,116,"Black Rock Studio","E10+"
"13679","Dead Head Fred","PSP","2007","Action","D3Publisher",4e+05,0,0,0,40000,75,30,7.3,23,"Vicious Cycle","M"
"13693","Digimon Rumble Arena 2","GC","2004","Fighting","Atari",3e+05,1e+05,0,0,40000,71,5,8.1,7,"Black Ship Games","T"
"13696","Gravity Falls: Legend of the Gnome Gemulets","3DS","2015","Action","Ubisoft",3e+05,0,0,0,40000,46,4,5.8,10,"Ubisoft Osaka","E"
"13697","Rodea the Sky Soldier","3DS","2015","Action","Nippon Ichi Software",3e+05,0,0,0,40000,45,7,5.6,37,"Prope, Kadokawa","E10+"
"13705","Hellboy: The Science of Evil","PSP","2008","Action","Konami Digital Entertainment",4e+05,0,0,0,40000,42,14,7.1,13,"Krome Studios","T"
"13711","The Sims Deluxe","PC","2002","Simulation","Electronic Arts",1e+05,2e+05,0,1e+05,40000,92,6,8.2,77,"Maxis","T"
"13716","LEGO Indiana Jones: The Original Adventures","PC","2008","Action","LucasArts",2e+05,2e+05,0,0,40000,78,14,7.7,35,"Traveller's Tales","E10+"
"13718","The Sims 2: Pets","PC","2006","Simulation","Electronic Arts",1e+05,2e+05,0,1e+05,40000,76,23,7.7,40,"Maxis","T"
"13719","Deadliest Warrior: Ancient Combat","X360","2012","Fighting","Cloud Imperium Games Corporation",4e+05,0,0,0,40000,37,5,6.3,4,"Pipeworks Software, Inc.","M"
"13725","The Kore Gang","Wii","2010","Platform","Flashpoint Games",4e+05,0,0,0,40000,70,10,8.6,7,"Snap Dragon Games","E10+"
"13731","Rugby Challenge 3","PS4","2016","Sports","Alternative Software",0,4e+05,0,1e+05,40000,64,4,6.8,12,"Wicked Witch Software","E"
"13734","Blood Bowl","PC","2009","Sports","Focus Home Interactive",2e+05,2e+05,0,0,40000,72,34,6.5,57,"Cyanide","T"
"13735","Port Royale 2","PC","2004","Strategy","Ascaron Entertainment GmbH",0,3e+05,0,1e+05,40000,75,20,7.7,40,"Ascaron Entertainment GmbH","T"
"13736","Star Trek: Shattered Universe","XB","2004","Simulation","Global Star",3e+05,1e+05,0,0,40000,41,21,4,10,"Starsphere Interactive","E"
"13741","Guilty Gear XX Accent Core","Wii","2007","Fighting","505 Games",3e+05,0,0,0,40000,75,15,8.4,19,"Arc System Works","T"
"13743","WarJetz","PS2","2001","Shooter","3DO",2e+05,2e+05,0,1e+05,40000,59,9,5.5,4,"3DO","T"
"13756","Barnyard","Wii","2006","Action","THQ",4e+05,0,0,0,40000,65,15,5.7,7,"Blue Tongue Entertainment","E10+"
"13762","Test Drive: Ferrari Legends","PS3","2012","Racing","Unknown",4e+05,0,0,1e+05,40000,62,19,4.9,22,"Atari, Slightly Mad Studios, Atari SA","E"
"13771","Metal Gear Solid: Digital Graphic Novel","PSP","2006","Misc","Konami Digital Entertainment",2e+05,0,2e+05,0,40000,78,22,7.2,21,"Kojima Productions","M"
"13773","Aeon Flux","PS2","2005","Action","THQ",2e+05,2e+05,0,1e+05,40000,66,19,5.8,9,"Terminal Reality","T"
"13775","Age of Mythology: The Titans","PC","2003","Strategy","Microsoft Game Studios",2e+05,2e+05,0,0,40000,84,25,8.7,119,"Ensemble Studios","T"
"13778","Psycho-Pass: Mandatory Happiness","PS4","2016","Adventure","Nippon Ichi Software",3e+05,0,0,1e+05,40000,72,26,8.3,19,"5pb","T"
"13780","Virtua Tennis 4","PC","2011","Sports","Sega",0,3e+05,0,1e+05,40000,66,5,7.3,43,"Sega","E"
"13782","Shattered Union","XB","2005","Strategy","Take-Two Interactive",3e+05,1e+05,0,0,40000,66,17,6.9,7,"PopTop Software","T"
"13788","Unchained Blades ","3DS","2011","Role-Playing","FuRyu",0,0,4e+05,0,40000,65,8,7.8,16,"FuRyu","T"
"13789","Terraria","XOne","2014","Action","505 Games",0,4e+05,0,0,40000,84,5,7.7,29,"Engine Software","T"
"13806","Superman: Countdown to Apokolips","GBA","2003","Platform","Atari",3e+05,1e+05,0,0,40000,47,5,5.7,6,"Mistic Software","E"
"13812","Worms 4: Mayhem","XB","2005","Strategy","Codemasters",3e+05,1e+05,0,0,40000,69,27,9.2,6,"Team 17","T"
"13818","Men of War: Vietnam","PC","2011","Strategy","Unknown",0,3e+05,0,1e+05,40000,68,19,4.9,35,"Best Way","T"
"13820","Imperial Glory","PC","2005","Strategy","Eidos Interactive",0,4e+05,0,0,40000,69,28,8.4,73,"Pyro Studios","T"
"13824","Antz Extreme Racing","PS2","2002","Racing","Empire Interactive",2e+05,2e+05,0,1e+05,40000,31,5,5,8,"Empire Interactive","E"
"13834","Samurai Warriors 2: Empires","X360","2007","Action","Tecmo Koei",3e+05,0,1e+05,0,40000,53,29,8.5,13,"Omega Force","T"
"13835","Metal Slug XX","PSP","2009","Shooter","DHM Interactive",3e+05,0,0,0,40000,67,22,6.1,9,"SNK Playmore","T"
"13837","Patrician IV","PC","2010","Strategy","Kalypso Media",3e+05,0,0,0,40000,66,18,6.4,34,"Gaming Minds Studios","E"
"13839","Fisherman's Challenge","PS2","2003","Sports","Konami Digital Entertainment",2e+05,2e+05,0,1e+05,40000,67,7,7.5,4,"Konami","E"
"13848","The Da Vinci Code","XB","2006","Action","Take-Two Interactive",3e+05,1e+05,0,0,40000,52,34,2.8,5,"Double Helix Games","T"
"13856","Pure Pinball","XB","2004","Misc","XS Games",3e+05,1e+05,0,0,40000,68,11,8.5,6,"Iridon Interactive AB","E"
"13870","Headhunter: Redemption","PS2","2004","Action","Sega",2e+05,1e+05,0,0,40000,62,29,6.7,7,"Amuze","M"
"13875","Dead Rising","PS4","2016","Action","Capcom",2e+05,0,1e+05,1e+05,40000,78,6,6.6,30,"Capcom","M"
"13881","Surf's Up","PS3","2007","Sports","Ubisoft",3e+05,0,0,0,40000,59,8,5.1,7,"Ubisoft Montreal","E10+"
"13886","SWAT: Target Liberty","PSP","2007","Shooter","Vivendi Games",3e+05,0,0,0,40000,50,26,7.7,9,"3G Studios","T"
"13887","Twin Strike: Operation Thunder","Wii","2008","Shooter","Zoo Games",4e+05,0,0,0,40000,50,7,8.3,6,"Naps Team","E10+"
"13888","CSI: Fatal Conspiracy","PC","2010","Adventure","Ubisoft",0,3e+05,0,1e+05,40000,47,5,5.5,6,"Telltale Games","M"
"13889","Bomberman: Act Zero","X360","2006","Puzzle","Konami Digital Entertainment",4e+05,0,0,0,40000,34,41,2.2,42,"Hudson","T"
"13891","Empire Earth III","PC","2007","Strategy","Vivendi Games",0,3e+05,0,1e+05,40000,50,40,2.8,53,"Mad Doc Software","T"
"13900","Dreamfall: The Longest Journey","XB","2006","Adventure","Empire Interactive",3e+05,1e+05,0,0,40000,73,42,8.8,24,"Funcom","M"
"13905","JASF: Jane's Advanced Strike Fighters","PC","2011","Simulation","Deep Silver",2e+05,1e+05,0,0,40000,48,4,3.1,14,"Trickstar Games","T"
"13919","Brothers In Arms DS","DS","2007","Shooter","Ubisoft",3e+05,0,0,0,40000,72,27,8,25,"Gameloft","T"
"13924","Off-Road Drive","PC","2011","Racing","1C Company",0,3e+05,0,0,40000,60,10,6.4,17,"Avalon Style",""
"13928","Colin McRae Rally 3","XB","2002","Racing","Codemasters",3e+05,1e+05,0,0,40000,86,25,7.4,14,"Codemasters","E"
"13932","TMNT","DS","2007","Action","Ubisoft",3e+05,1e+05,0,0,40000,42,10,2.2,5,"Ubisoft Quebec","E10+"
"13937","Stolen","PS2","2005","Action","Hip Interactive",2e+05,1e+05,0,0,40000,51,16,7.4,16,"Blue 52","T"
"13940","Stoked: Big Air Edition","X360","2009","Sports","Namco Bandai Games",2e+05,2e+05,0,0,40000,72,21,7.7,16,"Bongfish","T"
"13943","LEGO Jurassic World","PC","2015","Action","Warner Bros. Interactive Entertainment",0,4e+05,0,0,40000,72,8,7.1,31,"TT Games","E10+"
"13944","Pro Race Driver","XB","2003","Racing","Codemasters",3e+05,1e+05,0,0,40000,80,17,7.5,4,"Codemasters","T"
"13952","The Movies","PC","2005","Simulation","Activision",1e+05,3e+05,0,1e+05,40000,84,62,8.3,131,"Lionhead Studios","T"
"13959","FIFA World Cup Germany 2006","DS","2006","Sports","Electronic Arts",3e+05,0,0,0,40000,71,7,7.2,6,"EA Canada","E"
"13969","Dragon Ball: Advanced Adventure","GBA","2004","Action","Namco Bandai Games",3e+05,1e+05,0,0,40000,75,7,8.5,11,"Dimps Corporation","E10+"
"13978","Echo Night Beyond","PS2","2004","Adventure","Indie Games",2e+05,1e+05,0,0,40000,60,22,8.8,8,"From Software","T"
"13979","Meteos: Disney Magic","DS","2007","Puzzle","Disney Interactive Studios",1e+05,2e+05,0,0,40000,74,36,6.6,5,"Q Entertainment","E"
"13986","Beyblade Evolution","3DS","2013","Action","Rising Star Games",2e+05,1e+05,0,0,40000,49,7,6.3,4,"Rising Star Games","E"
"13990","Greg Hastings' Tournament Paintball Max'd","DS","2006","Shooter","Activision",3e+05,0,0,0,40000,39,4,7.4,10,"Nightlight Studios","E10+"
"13995","Exist Archive: The Other Side of the Sky","PS4","2015","Role-Playing","Aksys Games",1e+05,0,3e+05,0,40000,69,13,7.9,16,"Tri-Ace","T"
"13997","Little Red Riding Hood's Zombie BBQ","DS","2008","Shooter","Destineer",3e+05,0,0,0,40000,68,15,7.3,8,"EnjoyUp Games","T"
"14003","Assassin's Creed Chronicles: China","PS4","2015","Action","Ubisoft",0,3e+05,0,1e+05,40000,69,44,6.4,83,"Climax Group, Climax Studios","T"
"14005","Worms: Ultimate Mayhem","PC","2011","Strategy","Unknown",0,3e+05,0,0,40000,66,4,7.8,48,"Team 17","E10+"
"14006","Rugby 08","PS2","2007","Sports","Electronic Arts",2e+05,1e+05,0,0,40000,74,21,7.4,25,"EA Canada","E"
"14009","Caesar IV","PC","2006","Strategy","Vivendi Games",0,3e+05,0,1e+05,40000,74,32,7.6,43,"Tilted Mill","E10+"
"14011","Ferrari Challenge Trofeo Pirelli","PS3","2008","Racing","System 3 Arcade Software",0,3e+05,0,1e+05,40000,71,37,6.2,26,"Eutechnyx","E"
"14012","Cy Girls","PS2","2004","Action","Konami Digital Entertainment",2e+05,1e+05,0,0,40000,53,28,8.8,4,"KCEJ","M"
"14013","Ray Gigant","PSV","2015","Role-Playing","Namco Bandai Games",0,0,4e+05,0,40000,72,14,8.1,25,"Bandai Namco Games","T"
"14019","Bubble Bobble Double Shot","DS","2007","Puzzle","Rising Star Games",3e+05,0,0,0,40000,50,12,4.8,4,"Marvelous Entertainment","E"
"14020","Bionicle Heroes","Wii","2007","Shooter","Eidos Interactive",3e+05,0,0,0,40000,52,7,5.8,5,"Traveller's Tales","E10+"
"14021","Harry Potter and the Order of the Phoenix","PC","2007","Action","Electronic Arts",0,3e+05,0,0,40000,63,11,7.1,34,"EA Games","E10+"
"14024","C.O.R.E.","DS","2009","Shooter","Graffiti",3e+05,0,0,0,40000,44,16,6.9,19,"NoWay Studio","M"
"14028","Chaos Wars","PS2","2006","Strategy","Idea Factory",0,0,4e+05,0,40000,64,9,6.9,9,"Idea Factory","T"
"14029","Steambot Chronicles","PS2","2005","Role-Playing","505 Games",2e+05,1e+05,0,0,40000,74,35,8.2,17,"Irem","T"
"14036","Scaler","GC","2004","Platform","Take-Two Interactive",3e+05,1e+05,0,0,40000,69,11,7.3,8,"Artificial Mind and Movement","E"
"14039","Scarface: The World is Yours","PC","2006","Action","Vivendi Games",1e+05,2e+05,0,0,40000,73,18,7.5,57,"Radical Entertainment","M"
"14041","Legasista","PS3","2012","Role-Playing","Nippon Ichi Software",0,0,4e+05,0,40000,68,13,6.3,15,"System Prisma","T"
"14042","Fatal Fury: Battle Archives Volume 1","PS2","2006","Fighting","Ignition Entertainment",2e+05,1e+05,0,0,40000,68,22,8.3,4,"SNK Playmore","T"
"14044","Harry Potter and the Prisoner of Azkaban","PC","2004","Action","Electronic Arts",0,3e+05,0,0,40000,67,19,7.2,50,"KnowWonder","E"
"14047","OutRun 2006: Coast 2 Coast","PSP","2006","Racing","Sega",3e+05,1e+05,0,0,40000,82,31,8.1,14,"Sumo Digital","E"
"14054","Without Warning","PS2","2005","Shooter","Capcom",2e+05,1e+05,0,0,40000,45,25,6.5,8,"CiRCLE","M"
"14059","Napoleon Dynamite: The Game","PSP","2007","Puzzle","Crave Entertainment",3e+05,0,0,0,40000,37,14,4.6,7,"7 Studios","E10+"
"14074","Teenage Zombies: Invasion of the Alien Brain Thingys","DS","2008","Adventure","Ignition Entertainment",3e+05,0,0,0,40000,67,30,8.2,29,"InLight Entertainment","E10+"
"14081","Transport Fever","PC","2016","Simulation","Astragon",0,3e+05,0,0,40000,70,11,7,28,"Urban Games",""
"14085","RLH: Run Like Hell","XB","2003","Shooter","Avalon Interactive",3e+05,1e+05,0,0,40000,55,22,8,5,"Digital Mayhem","M"
"14089","Obscure","XB","2004","Adventure","MC2 Entertainment",3e+05,1e+05,0,0,40000,66,29,8.4,9,"Hydravision","M"
"14092","Just Dance 2017","XOne","2016","Misc","Ubisoft",3e+05,0,0,0,40000,75,5,8,6,"Ubisoft Paris","E10+"
"14094","Stranger of Sword City","PSV","2015","Role-Playing","Nippon Ichi Software",2e+05,0,0,1e+05,40000,71,24,8,30,"Experience Inc.","T"
"14107","Secret Files 2: Puritas Cordis","PC","2009","Adventure","Deep Silver",0,3e+05,0,0,40000,64,14,7.1,17,"Fusionsphere Systems, Animation Arts","T"
"14110","Monster Kingdom: Jewel Summoner","PSP","2006","Role-Playing","Sony Computer Entertainment",0,0,4e+05,0,40000,66,25,6.8,6,"Gaia (Sony)","T"
"14111","Railroad Tycoon 3","PC","2003","Strategy","Gathering of Developers",0,3e+05,0,0,40000,80,19,7.7,57,"PopTop Software","E"
"14128","Painkiller: Hell Wars","XB","2006","Shooter","DreamCatcher Interactive",3e+05,1e+05,0,0,40000,68,33,7.4,16,"People Can Fly","M"
"14131","FunkMaster Flex's Digital Hitz Factory","PS2","2003","Misc","Jester Interactive",2e+05,1e+05,0,0,40000,71,6,8.9,10,"Jester Interactive","E"
"14155","Pro Cycling Manager 2016","PC","2016","Sports","Focus Home Interactive",0,3e+05,0,0,30000,64,6,4.8,5,"Cyanide",""
"14165","Tour de France 2014","PS4","2014","Sports","Focus Home Interactive",0,3e+05,0,0,30000,53,9,5.1,22,"Cyanide","E"
"14166","RedCard 20-03","XB","2002","Sports","Midway Games",3e+05,1e+05,0,0,30000,67,8,9,4,"Point of View","E"
"14172","The Night of the Rabbit","PC","2013","Adventure","Daedalic Entertainment",0,3e+05,0,0,30000,75,45,7.5,82,"Daedalic Entertainment",""
"14173","Bounty Hounds","PSP","2006","Action","Namco Bandai Games",3e+05,0,0,0,30000,63,14,6,7,"Xpec","T"
"14182","TOCA Race Driver 3","XB","2006","Racing","Codemasters",3e+05,1e+05,0,0,30000,84,25,8,6,"Codemasters","E10+"
"14183","A Game of Thrones: Genesis","PC","2011","Strategy","Focus Home Interactive",0,3e+05,0,1e+05,30000,53,40,4,110,"Cyanide",""
"14189","Silent Scope","GBA","2002","Shooter","Konami Digital Entertainment",2e+05,1e+05,0,0,30000,70,5,8,5,"Now Production","T"
"14193","The Cursed Crusade","PC","2011","Action","DTP Entertainment",0,3e+05,0,1e+05,30000,55,7,6,33,"Kylotonn","M"
"14194","Hotel Giant 2","PC","2008","Strategy","JoWood Productions",0,3e+05,0,0,30000,58,7,2.5,19,"Enlight Software","E"
"14198","DarkStar One","PC","2006","Simulation","Ubisoft",0,3e+05,0,1e+05,30000,71,33,7.2,54,"Ascaron Entertainment GmbH","T"
"14210","Duke Nukem 3D: 20th Anniversary World Tour","PS4","2016","Shooter","Gearbox Software",3e+05,0,0,1e+05,30000,77,15,6.9,15,"Gearbox Software","M"
"14211","Section 8","PC","2009","Shooter","SouthPeak Games",2e+05,1e+05,0,0,30000,72,31,7,78,"TimeGate Studios","T"
"14223","Red Faction II","GC","2003","Shooter","THQ",3e+05,1e+05,0,0,30000,79,12,7.3,4,"Cranky Pants Games","M"
"14228","Battle Engine Aquila","PS2","2003","Shooter","Atari",2e+05,1e+05,0,0,30000,73,17,9,5,"Lost Toys","T"
"14230","Special Forces: Nemesis Strike","XB","2005","Shooter","Hip Interactive",3e+05,1e+05,0,0,30000,60,10,6.5,4,"Asobo Studio","M"
"14231","Women's Volleyball Championship","PS2","2007","Sports","Spike",0,0,3e+05,0,30000,32,7,4,4,"Spike","E"
"14234","Crimson Tears","PS2","2004","Role-Playing","Capcom",2e+05,1e+05,0,0,30000,62,30,7.8,4,"DreamFactory","T"
"14235","Battle Assault 3 featuring Gundam Seed","PS2","2004","Action","Namco Bandai Games",2e+05,1e+05,0,0,30000,48,9,8.7,7,"Natsume","T"
"14236","WRC: FIA World Rally Championship","PSP","2005","Racing","Sony Computer Entertainment",2e+05,1e+05,0,0,30000,67,18,7.8,19,"Traveller's Tales","E"
"14243","Rapala Tournament Fishing!","X360","2006","Sports","Activision",3e+05,0,0,0,30000,41,4,8,6,"FUN Labs","E"
"14246","Superstars V8 Racing","PS3","2009","Racing","Black Bean Games",0,2e+05,0,1e+05,30000,66,29,4.9,9,"Milestone S.r.l","E"
"14260","JoJo's Bizarre Adventure: Eyes of Heaven","PS4","2015","Fighting","Namco Bandai Games",0,0,3e+05,0,30000,61,35,7.4,44,"CyberConnect2","T"
"14271","The Void","PC","2008","Adventure","Mamba Games",0,3e+05,0,1e+05,30000,77,12,8.3,97,"Ice-Pick Lodge",""
"14273","Supreme Ruler: Cold War","PC","2011","Strategy","Paradox Interactive",0,3e+05,0,1e+05,30000,63,12,6.8,27,"BattleGoat Studios","RP"
"14274","Rise of Nations: Rise of Legends","PC","2006","Strategy","Microsoft Game Studios",0,3e+05,0,1e+05,30000,84,46,8.5,108,"Big Huge Games","T"
"14275","The Sum of All Fears","GC","2003","Shooter","Ubisoft",3e+05,1e+05,0,0,30000,36,11,3.4,5,"Ubisoft Shanghai","T"
"14277","Yumi's Odd Odyssey","3DS","2013","Platform","Agatsuma Entertainment",0,0,3e+05,0,30000,74,13,7.7,23,"Studio Saizensen","E"
"14283","EverBlue 2","PS2","2002","Adventure","Capcom",2e+05,1e+05,0,0,30000,59,21,7.5,4,"Arika","E"
"14296","Electroplankton","DS","2005","Misc","Nintendo",1e+05,0,2e+05,0,30000,71,49,7,37,"Indies Zero","E"
"14309","FIFA World Cup: Germany 2006","GBA","2006","Sports","Electronic Arts",2e+05,1e+05,0,0,30000,57,4,6.9,7,"EA Canada","E"
"14311","Earthworm Jim 2","GBA","2002","Platform","Vivendi Games",2e+05,1e+05,0,0,30000,45,10,5.7,6,"Super Empire","E"
"14313","Dungeon Maker: Hunting Ground","PSP","2006","Role-Playing","Global A Entertainment",3e+05,0,0,0,30000,70,18,6.4,8,"Global A","E10+"
"14317","MotoGP","PSP","2006","Racing","Sony Computer Entertainment",3e+05,0,0,0,30000,69,18,7.1,7,"Namco Bandai Games","E"
"14324","Apache: Air Assault","PC","2010","Simulation","Just Flight",0,3e+05,0,0,30000,64,7,7.5,18,"Gaijin Entertainment","T"
"14345","Astonishia Story","PSP","2006","Role-Playing","Ubisoft",3e+05,0,0,0,30000,48,35,4.9,18,"Sonnori","E10+"
"14368","RACE On","PC","2009","Racing","bitComposer Games",0,3e+05,0,1e+05,30000,73,14,8.2,20,"SimBin","E"
"14378","Song of the Deep","PC","2016","Action","Insomniac Games",3e+05,0,0,0,30000,73,12,6.3,15,"Insomniac Games","E"
"14386","Tork: Prehistoric Punk","XB","2005","Platform","Microsoft Game Studios",2e+05,1e+05,0,0,30000,62,21,6.2,6,"Tiwak","E"
"14399","Jikandia: The Timeless Land","PSP","2010","Role-Playing","Idea Factory",3e+05,0,0,0,30000,60,5,7.2,5,"Opus Studio","T"
"14402","Toy Shop","DS","2008","Simulation","Majesco Entertainment",3e+05,0,0,0,30000,31,7,5.4,11,"Gameinvest, Seed Studios, Lda","E"
"14404","Trials Fusion","PC","2014","Racing","Ubisoft",0,3e+05,0,0,30000,80,12,6.8,97,"RedLynx","E10+"
"14405","SuperCar Challenge","PS3","2009","Racing","System 3 Arcade Software",0,3e+05,0,1e+05,30000,65,23,7.8,11,"System 3",""
"14407","Prison Architect","PS4","2016","Action","Introversion Software",1e+05,1e+05,0,1e+05,30000,80,18,8,19,"Introversion, Double Eleven","M"
"14424","Sorcery Saga: The Curse of the Great Curry God","PSV","2013","Role-Playing","Rising Star Games",0,0,3e+05,0,30000,65,17,7.3,44,"Zerodiv","T"
"14428","Dance Factory","PS2","2006","Action","Codemasters",2e+05,1e+05,0,0,30000,56,22,5.8,8,"Broadsword Interactive","E"
"14437","The Legend of Heroes III: Song of the Ocean","PSP","2006","Role-Playing","Namco Bandai Games",3e+05,0,0,0,30000,58,17,6.1,7,"Microvision","E10+"
"14438","Combat Mission: Shock Force","PC","2007","Strategy","Paradox Interactive",0,3e+05,0,0,30000,62,15,3.3,86,"Big Time Software","T"
"14441","F1 2002","GC","2002","Racing","Electronic Arts",2e+05,1e+05,0,0,30000,72,7,7.8,4,"EA Sports","E"
"14450","Men of War","PC","2009","Strategy","505 Games",1e+05,2e+05,0,0,30000,80,22,8.1,136,"Best Way","M"
"14473","Alter Ego","PC","1985","Simulation","Activision",0,3e+05,0,1e+05,30000,59,9,5.8,19,"Viva Media, Viva Media, LLC","T"
"14476","Darkstalkers Resurrection","PS3","2013","Fighting","Capcom",0,0,3e+05,0,30000,80,33,7.3,27,"Iron Galaxy Studios","T"
"14477","Transformers: Devastation","PC","2015","Action","Activision",0,3e+05,0,0,30000,74,9,7.6,56,"PlatinumGames","T"
"14481","The Golf Club","XOne","2014","Sports","Unknown",3e+05,0,0,0,30000,64,15,5.4,59,"HB Studios Multimedia","E"
"14494","Digimon World 4","XB","2005","Role-Playing","Atari",2e+05,1e+05,0,0,30000,54,5,8.8,4,"Bandai","E"
"14495","Guilty Gear XX Accent Core Plus","Wii","2009","Fighting","PQube",1e+05,2e+05,0,0,30000,76,10,7.3,9,"Arc System Works","T"
"14497","Galleon: Islands of Mystery","XB","2004","Action","SCi",2e+05,1e+05,0,0,30000,67,40,7,10,"Confounding Factor","T"
"14502","Sunny Garcia Surfing","PS2","2001","Sports","Ubisoft",2e+05,1e+05,0,0,30000,61,11,7.9,7,"Krome Studios","E"
"14512","Worms: WMD","PS4","2016","Action","Sold Out",1e+05,2e+05,0,0,30000,78,23,7.6,19,"Team 17","E10+"
"14519","Rabbids Land","WiiU","2012","Misc","Ubisoft",1e+05,1e+05,0,0,30000,52,26,5.2,29,"Ubisoft Paris","E10+"
"14530","Take On Helicopters","PC","2011","Simulation","Unknown",0,2e+05,0,1e+05,30000,70,10,6.7,28,"Bohemia Interactive","T"
"14534","S.L.A.I.: Steel Lancer Arena International","PS2","2005","Simulation","Konami Digital Entertainment",1e+05,1e+05,0,0,30000,66,16,7.8,10,"Genki","T"
"14536","Nacho Libre","DS","2006","Action","Majesco Entertainment",3e+05,0,0,0,30000,56,6,5.8,6,"BudCat","E10+"
"14538","Homeworld 2","PC","2003","Strategy","Vivendi Games",0,3e+05,0,0,30000,83,31,8.3,128,"Relic","T"
"14540","Rayman 3: Hoodlum Havoc","PC","2003","Platform","Ubisoft",0,3e+05,0,0,30000,74,8,8.3,70,"Ubisoft","E"
